id,pdga_number,first_name,last_name,city,state,country,nationality,member_since
87185,10101,Dave,Bourgeois,Grosse Pt Wds,MI,US,NULL,1995
87186,5254,Michael,Parker,Grand Rapids,MI,US,NULL,1988
87187,9386,Drew,Whitz,Grand Rapids,MI,US,NULL,1994
87188,9593,Scott,Hamel,Madison Heights,MI,US,NULL,1995
87189,9309,Guy,Fluharty,New Albany,IN,US,NULL,1994
87190,10218,Ken,Doom Downs,Warren,MI,US,NULL,1993
87192,10221,Tom,Postma,Grand Rapids,MI,US,NULL,1995
87193,10270,Doug,Jones,Nashville,TN,US,NULL,1995
87194,5870,Al,Haaksma,Grand Rapids,MI,US,NULL,1988
87195,10266,Pat,Hawks,Kalamazoo,MI,US,NULL,1995
87196,10260,Kathy,Ryan,Lansing,MI,US,NULL,1995
87197,10264,Jennifer,Fornwald,Lansing,MI,US,NULL,1995
87199,6917,Paula,Baker,Dexter,MI,US,NULL,1993
87200,7675,Dan,Pope,Shelby Twp,MI,US,NULL,1994
87201,10983,Russ,Bock,Commerce Twp,MI,US,NULL,1996
87206,11042,Sean,Bakken,Clay,MI,US,NULL,1996
87209,6170,Christophe,Loga,Toledo,OH,US,NULL,1992
87218,5538,Paul,Barcus,Yamhill,OR,US,NULL,1990
87220,6598,Randy,Bristol,Denver,CO,US,NULL,1992
87222,5636,Jon,Freedman,Pasadena,CA,US,NULL,1987
87223,5450,Cliff,Towne,Los Angeles,CA,US,NULL,1990
87224,3443,Stevan,MacGregor,Hotchkiss,CO,US,US,1986
87225,2977,Bill,Wright,Fort Collins,CO,US,NULL,1987
87226,6164,Dr,John Burt,Ft Collins,CO,US,NULL,1992
87229,6833,Brad,L. Packett,Lincoln,NE,US,NULL,1992
87230,7150,Jeffrey,Miechiels,Almont,MI,US,NULL,1993
87231,11263,Andy,Malishenko,Ft. Collins,CO,US,NULL,1994
87232,10437,Milt,Parra III,Charlotte,NC,US,NULL,1994
87234,10064,Andy,Greene,Mooresville,NC,US,NULL,1994
87239,10984,Jay,Rohrer,Manitou Sprgs,CO,US,NULL,1996
87241,7341,Chuck,McNairy,Charlotte,NC,US,NULL,1993
87243,11780,Randy,Wylot,Cardiff By The Sea,CA,US,NULL,1996
87246,4927,Rick,Sader,San Diego,CA,US,NULL,1990
87248,7687,Judy,Robbins,Phoenix,AZ,US,NULL,1993
87249,10413,Ray,Price,Hedgesville,WV,US,NULL,1995
87250,11400,Geoff,Falen,Swarthmore,PA,US,NULL,1996
87251,10412,John,Tripp,Norfolk,VA,US,NULL,1995
87252,10753,David,Acker,Wilmington,DE,US,NULL,1996
87253,10003,Frank,Diffenderfer,Millersville,PA,US,NULL,1994
87254,9772,John,Powell,Syracuse,NY,US,NULL,1995
87255,10550,Kham,Thongvong,Newark,DE,US,NULL,1994
87257,11398,Jeff,Mahler,Butler,NJ,US,NULL,1996
87267,7194,Kenny,Pomeroy,Hermitage,TN,US,NULL,1993
87268,10630,Bobby,Richie,Glasgow,KY,US,NULL,1995
87270,4987,Kenny,Oliver,Lebanon,TN,US,NULL,1991
87271,14342,James,Sherwin,Bowling Green,KY,US,NULL,1998
87273,27318,Charles,Ridgeway,Auburn,KY,US,NULL,2005
87277,10469,Rusty,Minshall,Nashville,TN,US,NULL,1995
87278,11019,John,Long,Hermitage,TN,US,NULL,1996
87279,10538,Jim,Hudson,Temple,TX,US,NULL,1995
87280,10377,Daniel,Lamont,Houston,TX,US,NULL,1995
87281,3007,Jeff,Lehmann,Houston,TX,US,NULL,1987
87282,5809,Carl,Meeks,Bastrop,TX,US,NULL,1991
87283,9655,Gene,Czimskey,Round Rock,TX,US,NULL,1994
87284,9021,James,A. Watson,Houston,TX,US,NULL,1994
87285,12907,Kenny,Winsman,Spring,TX,US,NULL,1997
87286,12161,Daniel,Fisler,The Woodlands,TX,US,NULL,1997
87287,10293,Clay,Brumit,Bay City,MI,US,NULL,1995
87288,9822,Joe,Bob Rossberg,Pflugerville,TX,US,NULL,1994
87289,9654,Ryan,Czimskey,Round Rock,TX,US,NULL,1994
87290,11860,Bo,Pugsley,Coldspring,TX,US,NULL,1996
87291,10272,Harold,Jarnigan Jr,Houston,TX,US,NULL,1995
87292,10310,Dan,Olsen,Tulsa,OK,US,NULL,1995
87293,10463,Sharon,Adams,Houston,TX,US,NULL,1995
87294,11244,Jamie,Vento,St. Petersburg,FL,US,NULL,1995
87298,10117,Bo,Lusk,Rockledge,FL,US,NULL,1994
87302,12388,Karen,L. Rogers,Gainesville,FL,US,NULL,1997
87303,4318,Jeff,Wright,Gainesville,FL,US,NULL,1988
87306,7662,Jeff,W. Martin,Gainesville,FL,US,NULL,1993
87309,7794,David,Dempsey,Homerville,GA,US,NULL,1994
87314,11943,Cole,Bushey,Coral Springs,FL,US,NULL,1997
87315,11944,Dick,Morrow,Pompano,FL,US,NULL,1997
87321,11579,Kevin,M. Cox,Ocala,FL,US,NULL,1996
87323,10506,Edward,Normington,Azusa,CA,US,NULL,1995
87324,12289,Ryan,Severns,Glendale,CA,US,NULL,1997
87326,7109,David,Van Der Giessen,Buena Park,CA,US,NULL,1993
87328,2315,Mike,Miller,Anaheim,CA,US,NULL,1987
87329,9484,Will,Wetwile Maxham,Saugas,CA,US,NULL,1994
87330,9671,Michael,Valdiserri,Fullerton,CA,US,NULL,1994
87331,12288,Virgil,Phillips,Baldwin Park,CA,US,NULL,1997
87332,21993,Sandy,Houston,Tujunga,CA,US,NULL,2003
87333,17934,Kory,Thomas,Ventura,CA,US,NULL,2001
87334,14545,Christopher,Ginnaven,Sherman Oaks,CA,US,NULL,1999
87335,9669,Alan,Valdiserri,Fullerton,CA,US,NULL,1994
87336,18135,Stephen,E. Smith,Kula,HI,US,NULL,2001
87340,18419,Gerald,F. Stewart,Kihei,HI,US,NULL,2001
87342,39492,Karen,Welck,Costa Mesa,CA,US,NULL,2009
87344,10935,George,E. Zorbaugh,Minot,ND,US,NULL,1995
87345,5236,Charles,Straub,Omaha,NE,US,NULL,1990
87346,10815,Kenny,Scdoris Jr,Lincoln,NE,US,NULL,1996
87347,10962,Bob,Walker,Omaha,NE,US,NULL,1994
87348,7663,Philip,Schmidt,Davey,NE,US,NULL,1994
87349,11953,Russ,Lump Peterson,Lincoln,NE,US,NULL,1997
87350,7411,John,Talken,Lincoln,NE,US,NULL,1993
87351,7513,Kim,Theesen,Lincoln,NE,US,NULL,1993
87356,13260,Florian,Placzek,Gretna,NE,US,NULL,1998
87357,19311,Andrew,Chisholm,Lincoln,NE,US,US,2001
87360,10857,Tony,Fisher,Charlotte,NC,US,NULL,1996
87361,7958,Scott,Bowman,Wirtz,VA,US,NULL,1994
87362,10406,Robert,Baxter,Burlington,NC,US,NULL,1995
87363,10309,Mitch,Hoeppner,Roanoke,VA,US,NULL,1995
87368,9748,Russell,Wilhelm,Roanoke,VA,US,NULL,1995
87369,10849,Wyman,Fogg,Charlotte,NC,US,NULL,1994
87370,10638,Tracey,Moondog Maness,Burlington,NC,US,NULL,1996
87375,13186,Barry,Luker,Charlotte,NC,US,NULL,1998
87379,11749,Jamie,Norris,Charlotte,NC,US,NULL,1997
87380,13641,Ron,Williams,Charlotte,NC,US,NULL,1998
87385,13176,Kenny,Peace,Charlotte,NC,US,NULL,1998
87386,12358,Kirk,Temple,Charlotte,NC,US,NULL,1997
87388,11855,Geneiva,McNeale,Portland,OR,US,NULL,1996
87390,12974,Martha,Gallagher,Raleigh,NC,US,NULL,1997
87397,14243,Brian,Jackson,Mint Hill,NC,US,NULL,1998
87398,13886,Bradley,Arnall,Appleton,ME,US,NULL,1998
87399,10600,Kevin,Winn,Goleta,CA,US,NULL,1995
87400,14584,Willie,Dones,Los Angeles,CA,US,NULL,1999
87401,13348,Michael,Slonim,San Diego,CA,US,NULL,1998
87402,6923,Dave,Penn,Los Alamitos,CA,US,NULL,1993
87403,13466,Michael,Finney,Bend,OR,US,NULL,1998
87405,11985,Rich,Dionne,Buellton,CA,US,NULL,1997
87406,5967,Dan,Reese Jr,Fountain Valley,CA,US,NULL,1992
87407,13284,Billy,Henley,Seal Beach,CA,US,NULL,1998
87408,15324,Pat,Shea,Bellflower,CA,US,NULL,1999
87409,14699,Edward,Knapp,Alhambra,CA,US,NULL,1999
87410,13903,Jon,Follingstad,North Hollywood,CA,US,NULL,1998
87411,16222,John,Gibson,San Gabriel,CA,US,NULL,2000
87412,13077,Kevin,Mitchell,Fountain Valley,CA,US,NULL,1998
87413,11715,Homer,Vazira,Altadena,CA,US,NULL,1996
87414,9739,Mike,Baldwin,Tujunga,CA,US,NULL,1994
87415,13081,Denise,Prescher,Buffalo,WY,US,NULL,1998
87416,12124,Chris,Garrow,Ft Collins,CO,US,NULL,1997
87419,14933,Jennifer,Griffin Varnell,Sugar Land,TX,US,US,1999
87420,14117,Doc,Neil Esteves III,Coos Bay,OR,US,NULL,1993
87421,6295,Don,C. Kirkham,Albuquerque,NM,US,NULL,1993
87422,4126,David,Taylor,Radiant,VA,US,NULL,1986
87423,12945,Shawn,Odom,Ravenna,TX,US,NULL,1997
87424,12212,Christopher,Roupp,Ft Collins,CO,US,NULL,1997
87425,12377,Freddy,Johnson,Burleson,TX,US,NULL,1997
87427,14962,A.J.,Kolarsick,Fort Collins,CO,US,NULL,1999
87430,11426,Randy,Wimm,Austin,TX,US,NULL,1996
87433,16603,Alan,Peck,Grand Jct,CO,US,NULL,2000
87434,16915,Darrell,Wise,Palisade,CO,US,NULL,2000
87437,895,Anthony,Pellicane,Escondido,CA,US,NULL,1994
87444,1510,Doug,Korns,San Jose,CA,US,NULL,1995
87445,11016,Bill,Richards,Chula Vista,CA,US,NULL,1995
87446,3204,Sunny,Cade,Solana Beach,CA,US,NULL,1988
87447,22,Donn,Blake,Las Vegas,NV,US,NULL,1976
87448,9,Stancil,E.D. Johnson MD,Carmel,CA,US,NULL,1976
87449,1,Steady,Ed Headrick,Watsonville,CA,US,NULL,1976
87450,13749,Bruce,Anderson,Lincoln,NE,US,NULL,1998
87451,10814,Ken,Scdoris Sr,Lincoln,NE,US,NULL,1994
87452,13900,Andy,Quick,Gretna,NE,US,NULL,1998
87453,13505,Jesse,Ray Hollon,Louisville,KY,US,NULL,1998
87454,10637,Mark,Moore,Bloomington,IN,US,NULL,1996
87458,10887,Matt,Lee,White House,TN,US,NULL,1996
87459,14319,Brian,Fuzzy Schnakenberg,South Bend,IN,US,NULL,1998
87460,13751,Justin,Moore,Louisville,KY,US,NULL,1998
87461,13875,Pamela,Curtsinger,Bardstown,KY,US,NULL,1998
87462,11397,Brad,Roberts,Mason,OH,US,NULL,1995
87463,9170,Tom,Curtsinger,Bardstown,KY,US,NULL,1994
87464,14151,Duane,Verini,Lexington,KY,US,NULL,1998
87465,13963,Jeffrey,Kinzie,South Bend,IN,US,NULL,1998
87468,14426,Michael,Mayer,Mount Pleasant,SC,US,NULL,1998
87470,13094,Randall,Roseman,Bowling Green,KY,US,NULL,1998
87475,15117,Terry,Calhoun,Ann Arbor,MI,US,NULL,1999
87476,7255,Steve,Longwell,Grand Rapids,MI,US,NULL,1993
87477,14940,Don,Hartford,St Thomas,ON,CA,NULL,1999
87478,14388,Richard,Christie,Walled Lake,MI,US,NULL,1998
87479,9663,Thomas,E. Landers,Byron,MI,US,NULL,1995
87480,10178,Tod,More,Dexter,MI,US,NULL,1995
87481,13979,Michael,J. Finnegan,Midland,MI,US,NULL,1998
87482,15030,Gordon,Matthews,Belleville,MI,US,NULL,1999
87484,15029,Philip,Shelton,Fenton,MI,US,NULL,1999
87486,14938,Stephen,Sullivan,Midland,MI,US,NULL,1999
87489,13628,Jerry,Chansler,Ludington,MI,US,NULL,1998
87491,13893,Ben,Colter,Grand Rapids,MI,US,NULL,1998
87492,11207,Art,Reich III,Flushing,MI,US,NULL,1996
87493,15224,Dylan,Morgan,Talbotville,ON,CA,NULL,1999
87494,13767,Bill,Kubek,Bloorfield Twp,MI,US,NULL,1998
87495,15666,Brian,Fallon,Livonia,MI,US,NULL,1999
87496,13904,Rich,Guilbault,Sterling Hts,MI,US,NULL,1998
87497,10449,Michael,Purdon,Oxford,MI,US,NULL,1995
87498,17206,Aubrey,Wheeler,Mcallen,TX,US,NULL,2000
87499,15122,Chris,Horoshko,Clinton Township,MI,US,NULL,1999
87501,13298,John,Waugh,Lansing,MI,US,NULL,1998
87503,15121,Bob,McAleer,Ann Arbor,MI,US,NULL,1999
87504,10886,Rick,Cassar,Commerce,MI,US,NULL,1996
87505,14748,Stacey,Koos,Ypsilanti,MI,US,NULL,1999
87506,14996,Jason,Gideon,Pleasant Ridge,MI,US,NULL,1999
87507,16548,Nathan,Cavanaugh,Detroit,MI,US,US,2000
87516,11854,David,Dudley,Imlay City,MI,US,NULL,1996
87518,10502,Chip,Wolfe,Clarkston,MI,US,NULL,1995
87519,13597,Wade,Schultz,Bridgman,MI,US,NULL,1998
87521,16315,Dan,Wagner,Ludington,MI,US,NULL,2000
87522,15905,Kenneth,Moote,Ann Arbor,MI,US,NULL,1999
87528,17545,Larry,Kruse,Trinidad,CO,US,NULL,2000
87529,5364,David,Tayloe,Houston,TX,US,NULL,1989
87530,7365,Stevo,Barnes,Austin,TX,US,NULL,1993
87531,14911,Lee,Richey,Humble,TX,US,NULL,1999
87532,14914,Jimbo,Slusher,Montgomery,TX,US,NULL,1999
87533,11958,Jack,Camp,Houston,TX,US,US,1997
87534,12183,Harry,Kalthoff,Albuquerque,NM,US,NULL,1997
87535,12664,Theo,Langner,Chesterfield,MO,US,NULL,1997
87536,14245,John,Gimp Edwards III,Houston,TX,US,NULL,1998
87537,14254,Scott,Rozanski,Houston,TX,US,NULL,1998
87538,14905,Tony,Hernandez,Houston,TX,US,NULL,1999
87539,25810,Brandon,Burgett,Lufkin,TX,US,NULL,2004
87541,18447,Clete,Seyle,Papillion,NE,US,NULL,2001
87542,11367,Rob,Martin,Spring,TX,US,NULL,1996
87543,15526,Cecil,Larkin,Spring,TX,US,NULL,1999
87544,15092,Rich,McGovern,Round Rock,TX,US,NULL,1999
87546,20397,Jim,Abbott,League City,TX,US,NULL,2002
87547,14992,David,Durham,Austin,TX,US,NULL,1999
87548,16095,Mark,A. Smith,Cedar Park,TX,US,NULL,2000
87549,15594,Jeff,Kinder,Austin,TX,US,NULL,1999
87552,15263,John,Conger,Houston,TX,US,NULL,1999
87558,16918,Brian,Tharp,Georgetown,TX,US,NULL,2000
87559,17410,Gilbert,Casas,Fort Worth,TX,US,NULL,2000
87560,20380,Kevin,Bailes,Spring,TX,US,NULL,2002
87563,14292,Amanda,Judd,College Corner,OH,US,NULL,1998
87564,13168,Amy,Borkovskyy,Cincinnati,OH,US,NULL,1998
87565,16001,Hanna,Webb,Cincinnati,OH,US,NULL,2000
87566,8706,Te,Ming Chou,Wu-Ku,Taipei,TW,NULL,2000
87567,9391,Bill,Schmidt,Las Vegas,NV,US,NULL,1994
87572,8724,Hung,Pin Lin,Wu-Ku,Taipei,TW,NULL,2005
87573,2914,Buster,Brown,Las Vegas,NV,US,NULL,1986
87575,15822,Tim,Cohn,Wayland,MA,US,NULL,1999
87578,8727,Chun,Chi Liu,Taipei,,TW,NULL,2005
87585,12115,Billy,Carnaghe,Ventura,CA,US,NULL,1997
87586,4646,Derrick,Stockhausen,Rialto,CA,US,NULL,1990
87589,15431,Mike,Kvasnicka,San Diego,CA,US,NULL,1999
87590,19717,Laurie,Stroh,Vista,CA,US,NULL,2002
87592,17433,David,Fuchs,Whittier,CA,US,NULL,2000
87593,22046,Stuart,Shulman,Camarillo,CA,US,NULL,2003
87594,18143,Jerry,Murphy,Huntington Beach,CA,US,NULL,2001
87597,16083,Darrell,Kline,Whittier,CA,US,NULL,2000
87598,19707,Jose,Guerrero,Alhambra,CA,US,NULL,2002
87599,19877,Shon,Faslun,Encino,CA,US,NULL,2002
87601,13320,Michael,Wemlinger,Hudson,WI,US,NULL,1998
87602,15928,Dan,Lang,W St Paul,MN,US,NULL,1999
87604,12043,Jay,Larsen,Saint Paul,MN,US,NULL,1997
87605,13237,Chris,Chrispy LaBarre,Saint Paul,MN,US,NULL,1998
87606,12543,Rick,Aguilar,Saint Paul,MN,US,NULL,1997
87609,12409,Scott,Nutt,Richfield,MN,US,NULL,1997
87611,12625,Chad,Baringer,Saint Paul,MN,US,NULL,1997
87613,11201,Todd,Bear Rusthoven,Minneapolis,MN,US,NULL,1996
87615,9537,Mike,Snelson,Andover,MN,US,NULL,1995
87616,7632,Kevin,Stender,Saint Paul,MN,US,NULL,1994
87619,22299,Mike,Play Naked McCarthy,Kalamazoo,MI,US,NULL,2003
87623,14768,Tony,Discmonkey McGibbon,Saint Paul,MN,US,NULL,1999
87625,9886,Thomas,Hammes,Minneapolis,MN,US,NULL,1994
87626,19776,Michael,Connell,Lewiston,ME,US,NULL,2002
87627,14355,Bob,Enman,Brunswick,ME,US,NULL,1998
87633,20002,Donald,Ticknor,Dixon,NM,US,US,2001
87639,17906,Jason,Wynne,West Monroe,LA,US,NULL,2001
87642,20668,Corey,Driscoll,Harrisville,RI,US,NULL,2002
87643,22551,Joey,Calvano,Kyle,TX,US,NULL,2003
87646,12902,Alan,Wang,Humble,TX,US,NULL,1997
87651,10781,Larry,Ast,Deforest,WI,US,NULL,1995
87652,4913,Paul,Kuffel,Kenosha,WI,US,NULL,1989
87656,100,John,Kirkland,Carlsbad,CA,US,NULL,1976
87657,13926,Woody,Wendt,Arlington,WI,US,NULL,1998
87659,18556,Andrew,Van Lanen,Charlotte,NC,US,NULL,2001
87660,5596,Thomas,Lasher,Ferndale,MI,US,NULL,1988
87661,18379,Mark,Farrar,Santa Cruz,CA,US,NULL,2001
87664,8707,Ming,Chung,Wu-Ku,Taipei,TW,NULL,2000
87665,11456,Toby,Henderson,Baltimore,MD,US,NULL,1996
87672,21000,Gary,MacKenzie,St Thomas,ON,CA,NULL,2002
87674,6980,Thomas,Pluister,Charlevoix,MI,US,NULL,1993
87675,20828,Jeff,Langs,Lindsay,ON,CA,CA,2002
87676,18812,Paul,Jefferies,Ann Arbor,MI,US,NULL,2001
87677,20999,Jeremy,Foor,Wyandotte,MI,US,NULL,2002
87678,15274,Jeffery,Boles,San Diego,CA,US,NULL,1999
87679,17429,Matt,Lacey,Milford,MI,US,NULL,2000
87680,9774,Glenn,Forbes,Orangeville,ON,CA,NULL,1994
87681,17888,Bryant,Burdick,Bellevue,MI,US,NULL,2001
87682,14803,Jason,Ratashak,Kalamazoo,MI,US,NULL,1999
87683,5892,Greg,Walker,Lansing,MI,US,NULL,1989
87684,23316,Brad,Sweitzer,Madison Heights,MI,US,NULL,2003
87685,22606,Eddie,Drukis,Dexter,MI,US,NULL,2003
87686,17984,Paul,Mouhos,Livonia,MI,US,NULL,2001
87687,17981,Adam,Litzinger,Columbus,OH,US,NULL,2001
87688,20996,Sean,Lipke,Pinckney,MI,US,NULL,2002
87689,22966,Kyle,Joncas,Brighton,MI,US,NULL,2003
87691,22981,Jay,Moyer,New Haven,MI,US,NULL,2003
87693,22977,Ryan,Westa,Kansas City,MO,US,NULL,2003
87695,13558,Aaron,Bonine,Smithfield,VA,US,US,1998
87696,22005,Thomas,Mikowski,Brighton,MI,US,NULL,2003
87699,16977,Marcos,Segovia,Cardington,OH,US,NULL,2000
87700,10084,Rich,Bevins,Conesus,NY,US,NULL,1995
87702,20381,Drew,Dutton,Lansing,MI,US,NULL,2002
87703,10268,Tracy,Richardson,Holly,MI,US,NULL,1995
87706,13594,Phil,The Basket Perkins,Ann Arbor,MI,US,NULL,1998
87707,18511,Andy,Drinkard,Berkley,MI,US,NULL,2001
87709,16821,Todd,Scribner,Ventura,CA,US,NULL,2000
87710,15286,Chuck,Theriot,Santa Barbara,CA,US,NULL,1999
87711,11948,Tom,Skidmore,Lakewood,CA,US,NULL,1997
87712,19878,Rick,Coonass Fleming,Del Ray,CA,US,NULL,2002
87713,19923,Wayne,Menard,Pasadena,CA,US,NULL,2002
87714,23278,Scot,Jamison,Rancho Cucamonga,CA,US,NULL,2003
87715,21731,Rich,5-Times Ragus Jr,San Diego,CA,US,NULL,2003
87716,19207,Peter,Lindgren,Long Beach,CA,US,NULL,2001
87717,19383,Don,Lusk,Ventura,CA,US,NULL,2001
87718,19684,Rowen,Dizon,Covina,CA,US,NULL,2002
87719,21984,Frank,Feliz,Santa Maria,CA,US,NULL,2003
87720,23456,Stephanie,Rosdahl,Camarillo,CA,US,NULL,2003
87721,23279,Yvonne,Jamison,Rancho Cucamonga,CA,US,NULL,2003
87725,24835,Ryan,"O'Neill",Zeeland,MI,US,NULL,2004
87726,24550,Jeremiah,Grosstueck,Two Rivers,WI,US,NULL,2004
87727,23485,Adrian,Gutierrez Jr,Zion,IL,US,NULL,2003
87734,1603,Bill,Newman,Yorktown Heights,NY,US,NULL,1980
87735,9919,Joseph,Corradin,Wilmington,DE,US,NULL,1995
87737,14706,John,Light,Lebanon,PA,US,NULL,1999
87741,14208,Paul,Kelly,Wilmington,DE,US,NULL,1998
87742,22813,Erick,Simonds,Allentown,NJ,US,NULL,2003
87755,25727,Matthew,Engler,Alburtis,PA,US,NULL,2004
87763,19016,John,Patin,Surf City,NC,US,US,2001
87764,7501,Randon,Dillingham,Round Top,TX,US,NULL,1993
87767,17419,Glen,Bruhschwein,Maple Grove,MN,US,NULL,2000
87771,12562,Guy,Lawhead,Dickinson,ND,US,NULL,1997
87772,19049,Mike,Hamkens,Bismarck,ND,US,NULL,2001
87775,17486,Adam,Pecharich,Minot,ND,US,NULL,2000
87778,13523,Casey,Dixon,Winnipeg,MB,CA,NULL,1998
87785,22048,Tommy,La Torre,Tacoma,WA,US,NULL,2003
87787,16823,Gabriel,Velonza,Goleta,CA,US,NULL,1994
87788,21994,Paul,Hoyt,Ventura,CA,US,NULL,2003
87791,22863,Mike,Hilles,Ventura,CA,US,NULL,2003
87796,15669,Mike,Wagner,Wixom,MI,US,US,1999
87797,24214,Mathew,Esbri,Madison Hts,MI,US,NULL,2004
87800,11801,Tom,Mote,Geneva,OH,US,NULL,1996
87805,20509,Greg,Kong Carlen,Dansville,MI,US,NULL,2002
87808,20304,Bob,Walz,Lansing,MI,US,NULL,2002
87809,22993,Jeremy,Ghent,Plymouth,MN,US,NULL,2003
87811,17925,Chuck,Kethel,Whitehouse,OH,US,NULL,2001
87813,16541,Peter,Dehn,Milford,MI,US,NULL,2000
87823,17398,Ron,Put,Traverse City,MI,US,NULL,2000
87826,24377,Dan,Kasten,Cedarburg,WI,US,NULL,2004
87828,20450,David,Zablocki,Long Branch,NJ,US,NULL,2002
87829,24641,Richard,Ford Tuttle,Whitmore Lake,MI,US,NULL,2004
87830,19332,Nick,Brown,Livonia,MI,US,NULL,2001
87831,12010,Michael,Mote,Madison,OH,US,NULL,1997
87832,19775,Tom,Blackburn,Ann Arbor,MI,US,NULL,2002
87833,15668,Keith,Murray,Scottsdale,AZ,US,NULL,1999
87836,24360,Mark,Kruse,Toledo,OH,US,NULL,2004
87839,24459,Stephanie,Myers,Kalamazoo,MI,US,NULL,2004
87840,24095,Earl,Frazier,Camp Hill,PA,US,NULL,2004
87843,18771,Du,Zandstra,Asheville,NC,US,NULL,2001
87845,18772,Zack,Zandstra,Merrillville,IN,US,NULL,2001
87846,18966,Kathy,Pollock,Grass Lake,MI,US,NULL,2001
87850,21004,Gordon,Crafts,Port Angeles,WA,US,NULL,2002
87851,17726,Jay,Wilson,Fayetteville,TN,US,NULL,2001
87854,23486,Adrian,Gutierrez Sr,Zion,IL,US,NULL,2003
87855,25428,Doug,Walker,Mchenry,IL,US,NULL,2004
87857,17348,Damon,Short,Chicago,IL,US,NULL,2000
87860,22937,Nick,Chernikovich,Lake Zurich,IL,US,NULL,2003
87862,19730,Kent,La Gree,San Diego,CA,US,NULL,2002
87863,9674,Diego,Gamboa,San Antonia,TX,US,NULL,1995
87867,19243,Ian,Jones,Indianapolis,IN,US,NULL,2001
87875,22663,James,Forgy Jr,Inkster,MI,US,NULL,2003
87877,20610,Mike,Wondra,New Berlin,WI,US,NULL,2002
87879,25730,Kevin,KVN LaVely,Marion,IA,US,NULL,2004
87883,24352,Nathan,Baron,Libertyville,IL,US,NULL,2004
87884,20307,Eric,Gottleber,Midland,MI,US,NULL,2002
87888,20385,David,Hamilton,Midland,MI,US,NULL,2002
87890,25708,Tom,Talaga,Beaverton,MI,US,NULL,2004
87893,15664,Mark,Piotrowski,Novi,MI,US,NULL,1999
87896,26466,Tim,Feldpausch,Owosso,MI,US,NULL,2005
87897,24774,Kate,Thayer,Zeeland,MI,US,NULL,2004
87900,26944,Jeff,Lozowsky,Jackson,MI,US,NULL,2005
87901,26947,Paul,Grasso,Fenton,MI,US,NULL,2005
87902,25340,Gene,Malloy,Redford,MI,US,NULL,2004
87905,27150,Ken,Hostetler,Rocky Ford,CO,US,NULL,2005
87910,16549,James,W. Jones,Ann Arbor,MI,US,NULL,2000
87912,25610,Michael,Degonia,Yucaipa,CA,US,NULL,2004
87913,23864,Steve,Thompson,Dana Point,CA,US,NULL,2003
87914,16483,Lowell,Glover,Lakewood,CA,US,NULL,1999
87915,15739,Stephen,Jordan,Garden Grove,CA,US,NULL,1999
87916,20574,Troy,Thompson,Lompoc,CA,US,NULL,2002
87917,25575,David,Wallace,Chula Vista,CA,US,NULL,2004
87918,26306,Robert,Zion,Burbank,CA,US,NULL,2005
87919,22007,Chad,Leonard,Ventura,CA,US,NULL,2003
87920,25212,Geoff,Larson,Whittier,CA,US,NULL,2004
87921,24392,Jonathan,Gleicher,Corona,CA,US,NULL,2004
87922,24107,David,Waud,Lancaster,CA,US,NULL,2004
87923,21601,Jon,Lindgren,Long Beach,CA,US,NULL,2002
87924,26255,Michael,McNamara,Burbank,CA,US,NULL,2005
87925,25848,Sarra,D. Smith,Imperial Beach,CA,US,NULL,2004
87926,25384,Scott,Ostenfeld,Grand Prairie,TX,US,NULL,2004
87928,17428,Dawn,Lacey,Milford,MI,US,NULL,2000
87929,15489,Leonard,Johnson,Big Rapids,MI,US,NULL,1999
87930,26232,Lisa,Harbour,Kalamazoo,MI,US,NULL,2005
87931,20133,Larry,Schuiteboer,Athens,MI,US,NULL,2002
87933,27365,Patrick,Erley,Pentwater,MI,US,NULL,2005
87937,26905,Jay,Gutierrez,Clearwater,FL,US,NULL,2005
87938,25798,Christopher,Summers,Hendersonvlle,TN,US,NULL,2004
87944,16046,John,Luetzow,Watertown,WI,US,NULL,2000
87946,21501,Phill,Brodnick,Sun Prairie,WI,US,NULL,2002
87948,26779,Jon,Kennedy,Madison,WI,US,NULL,2005
87950,17932,Kevin,Miller,Simi Valley,CA,US,NULL,2001
87951,16455,Birdie,Bob McNally,Santa Maria,CA,US,NULL,2000
87953,26187,Mike,Ulawski,Ventura,CA,US,NULL,2005
87956,26136,Neal,Fallon,Burbank,CA,US,NULL,2005
87962,21623,David,Roach,Cedar Grove,NJ,US,NULL,2002
87965,26230,Patrick,Konkel,Waukesha,WI,US,NULL,2005
87966,25484,James,Ream,Madison,WI,US,NULL,2004
87969,13853,Mel,Mills,San Francisco,CA,US,NULL,1998
87976,13278,Manny,Ambrosia,Pacific Grove,CA,US,NULL,1998
87977,5198,John,Tallent,San Diego,CA,US,NULL,1987
87978,5067,Tom,Gleason,Valley Center,CA,US,NULL,1987
87987,16256,Mark,Jennings,Akron,OH,US,NULL,2000
87988,25521,Josie,Bure,Austin,MN,US,NULL,2004
87992,1222,Nigel,Barnwell,WaihekeIsl /Auckland,,NZ,NULL,1994
87993,4996,Dennis,Dendog Gordon,La Habra,CA,US,NULL,1988
87994,28304,Adazm,Nash,San Diego,CA,US,NULL,2005
87995,17498,Roddy,Flocken,Adelanto,CA,US,NULL,2000
87996,19935,Vince,Delellis,Temple City,CA,US,NULL,2002
